15-Jun-21	0
16-Jun-21	0
17-Jun-21	0
18-Jun-21	0
19-Jun-21	0
20-Jun-21	0
21-Jun-21	0
22-Jun-21	0
23-Jun-21	0
24-Jun-21	0
25-Jun-21	1
26-Jun-21	0
27-Jun-21	0
28-Jun-21	0
29-Jun-21	1
30-Jun-21	0
1-Jul-21	1
2-Jul-21	0
3-Jul-21	0
4-Jul-21	0
5-Jul-21	0
6-Jul-21	0
7-Jul-21	0
8-Jul-21	0
9-Jul-21	0
10-Jul-21	0
11-Jul-21	0
12-Jul-21	1
13-Jul-21	0
14-Jul-21	0
15-Jul-21	2
16-Jul-21	0
17-Jul-21	0
18-Jul-21	0
19-Jul-21	2
20-Jul-21	0
21-Jul-21	0
22-Jul-21	0
23-Jul-21	1
24-Jul-21	0
25-Jul-21	0
26-Jul-21	0
27-Jul-21	0
28-Jul-21	0
29-Jul-21	0
30-Jul-21	0
31-Jul-21	0
1-Aug-21	0
2-Aug-21	1
3-Aug-21	0
4-Aug-21	2
5-Aug-21	0
6-Aug-21	0
7-Aug-21	0
8-Aug-21	0
9-Aug-21	1
10-Aug-21	0
11-Aug-21	0
12-Aug-21	0
13-Aug-21	0
14-Aug-21	0
15-Aug-21	1
16-Aug-21	0
17-Aug-21	0
18-Aug-21	1
19-Aug-21	0
20-Aug-21	0
21-Aug-21	0
22-Aug-21	0
23-Aug-21	0
24-Aug-21	0
25-Aug-21	0
26-Aug-21	0
27-Aug-21	0
28-Aug-21	0
29-Aug-21	0
30-Aug-21	0
31-Aug-21	0
1-Sep-21	0
2-Sep-21	0
3-Sep-21	0
4-Sep-21	0
5-Sep-21	0
6-Sep-21	0
7-Sep-21	0
8-Sep-21	0
9-Sep-21	1
10-Sep-21	0
11-Sep-21	0
12-Sep-21	0
13-Sep-21	0
14-Sep-21	0
15-Sep-21	0
16-Sep-21	0
17-Sep-21	0
18-Sep-21	1
19-Sep-21	0
20-Sep-21	0
21-Sep-21	0
22-Sep-21	1
23-Sep-21	0
24-Sep-21	0
25-Sep-21	0
26-Sep-21	0
27-Sep-21	0
28-Sep-21	0
29-Sep-21	1
30-Sep-21	0
1-Oct-21	1
2-Oct-21	0
3-Oct-21	0
4-Oct-21	0
5-Oct-21	0
6-Oct-21	0
7-Oct-21	0
8-Oct-21	0
9-Oct-21	0
10-Oct-21	0
11-Oct-21	0
12-Oct-21	0
13-Oct-21	0
14-Oct-21	0
15-Oct-21	0
16-Oct-21	0
17-Oct-21	0
18-Oct-21	0
19-Oct-21	0
20-Oct-21	0
21-Oct-21	0
22-Oct-21	0
23-Oct-21	0
24-Oct-21	0
25-Oct-21	0
26-Oct-21	0
27-Oct-21	1
28-Oct-21	0
29-Oct-21	1
30-Oct-21	0
31-Oct-21	0
1-Nov-21	0
2-Nov-21	0
3-Nov-21	0
4-Nov-21	0
5-Nov-21	0
6-Nov-21	0
7-Nov-21	1
8-Nov-21	0
9-Nov-21	0
10-Nov-21	0
11-Nov-21	0
12-Nov-21	0
13-Nov-21	0
14-Nov-21	0
15-Nov-21	0
16-Nov-21	0
17-Nov-21	1
18-Nov-21	0
19-Nov-21	0
20-Nov-21	0
21-Nov-21	0
22-Nov-21	0
23-Nov-21	0
24-Nov-21	0
25-Nov-21	0
26-Nov-21	0
27-Nov-21	0
28-Nov-21	1
29-Nov-21	1
30-Nov-21	0
1-Dec-21	0
2-Dec-21	0
3-Dec-21	0
4-Dec-21	0
5-Dec-21	1
6-Dec-21	0
7-Dec-21	1
8-Dec-21	1
9-Dec-21	0
10-Dec-21	0
11-Dec-21	0
12-Dec-21	0
13-Dec-21	0
14-Dec-21	1
15-Dec-21	1
16-Dec-21	0
17-Dec-21	0
18-Dec-21	0
19-Dec-21	1
20-Dec-21	2
21-Dec-21	1
22-Dec-21	0
23-Dec-21	0
24-Dec-21	0
25-Dec-21	0
26-Dec-21	0
27-Dec-21	1
28-Dec-21	0
29-Dec-21	0
30-Dec-21	1
31-Dec-21	0
1-Jan-22	1
2-Jan-22	0
3-Jan-22	0
4-Jan-22	1
5-Jan-22	1
6-Jan-22	2
7-Jan-22	0
8-Jan-22	0
9-Jan-22	0
10-Jan-22	0
11-Jan-22	0
12-Jan-22	2
13-Jan-22	0
14-Jan-22	0
15-Jan-22	0
16-Jan-22	3
17-Jan-22	3
18-Jan-22	0
19-Jan-22	0
20-Jan-22	0
21-Jan-22	0
22-Jan-22	0
23-Jan-22	0
24-Jan-22	3
25-Jan-22	2
26-Jan-22	13
27-Jan-22	3
28-Jan-22	5
29-Jan-22	4
30-Jan-22	4
31-Jan-22	0
1-Feb-22	10
2-Feb-22	25
3-Feb-22	20
4-Feb-22	11
5-Feb-22	0
6-Feb-22	0
7-Feb-22	12
8-Feb-22	39
9-Feb-22	20
10-Feb-22	0
11-Feb-22	0
12-Feb-22	0
13-Feb-22	0
14-Feb-22	0
15-Feb-22	1
16-Feb-22	6
17-Feb-22	7
18-Feb-22	1
19-Feb-22	0
20-Feb-22	0
21-Feb-22	1
22-Feb-22	0
23-Feb-22	0
24-Feb-22	0
25-Feb-22	0
26-Feb-22	0
27-Feb-22	0
28-Feb-22	0
1-Mar-22	0
2-Mar-22	1
3-Mar-22	0
4-Mar-22	1
5-Mar-22	0
6-Mar-22	0
7-Mar-22	5
8-Mar-22	1
9-Mar-22	1
10-Mar-22	0
11-Mar-22	2
12-Mar-22	0
13-Mar-22	0
14-Mar-22	4
15-Mar-22	1
16-Mar-22	1
17-Mar-22	0
18-Mar-22	2
19-Mar-22	1
20-Mar-22	1
21-Mar-22	4
22-Mar-22	1
23-Mar-22	0
24-Mar-22	0
25-Mar-22	0
26-Mar-22	0
27-Mar-22	0
28-Mar-22	0
29-Mar-22	0
30-Mar-22	0
31-Mar-22	0
